Order Date,Product Name,Category,Region,Quantity,Sales,Profit
26-09-2023,Monitor,Accessories,North,7,4165,263.26
19-02-2024,Laptop,Electronics,East,3,3021,763.99
29-04-2024,Keyboard,Accessories,North,2,310,70.66
15-05-2024,Headphones,Accessories,South,2,2170,522
22-10-2024,Tablet,Electronics,West,3,2832,317.76
31-07-2022,Smartwatch,Electronics,West,5,3945,392.09
10-09-2022,Tablet,Electronics,South,4,2104,308
24-08-2022,Monitor,Accessories,South,2,2060,517.64
23-06-2024,Printer,Office,North,4,1060,155.78
13-01-2023,Smartwatch,Electronics,South,6,810,108.61
23-09-2022,Laptop,Electronics,West,3,873,57.42
08-02-2022,Tablet,Electronics,West,5,595,121.11
18-12-2022,Laptop,Electronics,West,2,1562,119.56
25-01-2022,Smartwatch,Electronics,East,9,5337,1575.99
09-12-2022,Printer,Office,North,2,212,13.4
14-06-2023,Printer,Office,East,8,2704,705.74
31-05-2024,Laptop,Electronics,North,5,3225,523.32
07-08-2023,Monitor,Accessories,North,2,1342,184.59
13-07-2022,Mouse,Accessories,South,7,3395,1012.78
01-12-2024,Smartwatch,Electronics,East,4,3968,480.72
12-04-2024,Smartphone,Electronics,West,5,4555,776.65
26-02-2022,Tablet,Electronics,West,2,2132,365.44
31-03-2022,Mouse,Accessories,West,6,6516,842.83
17-08-2023,Smartwatch,Electronics,North,2,2040,481.15
23-09-2024,Mouse,Accessories,East,6,6126,428.38
11-09-2022,Smartwatch,Electronics,West,8,520,30.58
01-01-2023,Camera,Electronics,South,5,4470,526.96
12-07-2024,Smartwatch,Electronics,West,8,5504,1196.78
11-01-2022,Headphones,Accessories,West,4,3036,511.69
05-10-2024,Smartwatch,Electronics,East,5,2725,308.29
16-09-2024,Printer,Office,North,8,4080,336.96
23-05-2024,Keyboard,Accessories,North,8,3080,776.6
08-06-2023,Smartwatch,Electronics,North,5,1525,413.75
16-07-2022,Monitor,Accessories,South,4,1332,342.85
24-07-2023,Smartphone,Electronics,South,7,4669,803.21
12-03-2022,Smartwatch,Electronics,West,6,5310,1099.84
12-01-2023,Camera,Electronics,East,8,9392,2651.84
03-11-2022,Monitor,Accessories,South,5,1350,198.19
14-03-2024,Monitor,Accessories,North,4,3648,768.61
27-07-2023,Printer,Office,North,2,300,47.59
14-08-2022,Smartphone,Electronics,North,3,3408,727.26
17-11-2024,Keyboard,Accessories,South,9,4302,475.96
13-05-2024,Keyboard,Accessories,South,5,4575,771.24
21-10-2022,Laptop,Electronics,East,8,9304,1855.7
15-04-2024,Monitor,Accessories,East,4,1928,232.48
17-01-2023,Printer,Office,East,2,1042,86.24
28-11-2023,Tablet,Electronics,East,3,2214,507.7
03-05-2024,Keyboard,Accessories,South,4,3024,678.26
11-08-2023,Camera,Electronics,East,2,1104,173.01
26-07-2022,Mouse,Accessories,East,8,6056,1631.71
07-02-2023,Mouse,Accessories,South,5,5295,1375.98
19-01-2022,Smartphone,Electronics,North,4,3668,839.4
30-06-2023,Printer,Office,South,9,4293,295.47
19-08-2022,Mouse,Accessories,North,7,5789,950.45
27-08-2023,Smartwatch,Electronics,North,6,4440,800.92
10-03-2022,Printer,Office,South,5,5515,330.02
12-10-2024,Camera,Electronics,North,4,784,192.77
15-06-2024,Laptop,Electronics,East,4,576,156.59
09-09-2024,Smartwatch,Electronics,West,5,705,198.62
24-09-2023,Keyboard,Accessories,North,6,4458,1215.3
25-08-2022,Smartphone,Electronics,East,6,6780,811.92
01-10-2023,Smartwatch,Electronics,North,5,3970,642.7
08-01-2023,Monitor,Accessories,North,7,5131,368.11
02-10-2022,Laptop,Electronics,East,7,1750,90.21
11-02-2022,Tablet,Electronics,East,7,8337,753.35
15-09-2022,Keyboard,Accessories,East,9,9810,549.46
28-01-2024,Keyboard,Accessories,East,3,2658,794.36
23-07-2022,Printer,Office,West,1,473,43.65
14-01-2022,Tablet,Electronics,North,9,2205,410.01
13-06-2023,Smartphone,Electronics,South,9,6948,1409.3
09-09-2022,Tablet,Electronics,North,3,774,212.02
26-12-2023,Tablet,Electronics,North,3,2532,343.13
16-11-2024,Laptop,Electronics,West,7,6587,1173.91
01-04-2024,Smartphone,Electronics,East,7,7266,806.79
27-11-2024,Smartphone,Electronics,East,7,6867,502.06
01-07-2023,Camera,Electronics,South,9,4887,396.36
13-02-2023,Mouse,Accessories,West,4,864,251.99
09-11-2023,Smartphone,Electronics,East,6,5190,1215.07
20-05-2022,Keyboard,Accessories,South,8,2128,294.45
26-06-2024,Mouse,Accessories,East,2,1718,218.82
02-05-2022,Smartphone,Electronics,North,2,1270,229.39
18-05-2023,Keyboard,Accessories,East,7,2569,130.19
14-02-2022,Printer,Office,South,2,1518,262.65
22-11-2022,Headphones,Accessories,South,2,1210,268.37
15-03-2022,Mouse,Accessories,East,2,1128,94.13
23-08-2023,Headphones,Accessories,North,1,1077,77.97
18-12-2023,Keyboard,Accessories,East,6,2244,517.47
16-09-2022,Mouse,Accessories,West,8,1608,464.18
15-12-2024,Camera,Electronics,West,5,3685,476.2
25-04-2024,Camera,Electronics,North,8,4080,1079.49
09-02-2024,Monitor,Accessories,North,1,404,84.4
19-04-2023,Keyboard,Accessories,South,2,1738,163.38
31-01-2023,Printer,Office,West,3,828,210.33
24-11-2023,Mouse,Accessories,North,4,4344,461.72
02-10-2023,Tablet,Electronics,North,1,1130,268.88
18-04-2024,Headphones,Accessories,North,3,1698,304.91
27-06-2023,Tablet,Electronics,East,4,844,136.02
20-02-2023,Printer,Office,West,2,2286,218.18
12-12-2023,Camera,Electronics,East,2,1026,170.31
04-10-2023,Laptop,Electronics,West,6,6984,1433.65
18-02-2022,Monitor,Accessories,West,4,1672,432.35
08-01-2023,Laptop,Electronics,North,6,1092,63.98
01-04-2024,Headphones,Accessories,South,2,272,24.71
12-11-2023,Headphones,Accessories,West,2,1126,204.99
22-10-2023,Mouse,Accessories,West,7,8155,2177.38
29-03-2023,Smartwatch,Electronics,East,7,4298,358.38
17-12-2022,Smartphone,Electronics,East,5,1365,310.66
28-11-2024,Camera,Electronics,West,6,4116,381.35
07-04-2022,Headphones,Accessories,South,8,904,181.45
05-12-2024,Smartwatch,Electronics,South,1,70,10.64
03-09-2023,Keyboard,Accessories,East,2,344,72.87
19-08-2023,Printer,Office,East,1,330,78.52
17-08-2024,Headphones,Accessories,South,2,518,34.22
18-08-2022,Mouse,Accessories,North,9,2763,458.4
26-03-2022,Smartwatch,Electronics,North,2,2298,343.53
02-10-2024,Monitor,Accessories,South,1,436,73.89
28-09-2022,Mouse,Accessories,East,6,1824,213.47
12-05-2024,Laptop,Electronics,North,5,1540,411.83
14-03-2023,Tablet,Electronics,East,7,5572,385.82
21-09-2023,Monitor,Accessories,East,6,3030,335.71
02-05-2024,Monitor,Accessories,West,5,1245,345.84
31-01-2022,Tablet,Electronics,South,4,1252,326.69
04-06-2024,Camera,Electronics,North,9,4959,479.28
16-02-2023,Monitor,Accessories,West,7,8162,443.81
26-05-2023,Monitor,Accessories,East,5,1370,253.92
28-12-2023,Tablet,Electronics,North,3,3111,607.23
10-10-2022,Mouse,Accessories,South,7,7805,1078.03
21-04-2024,Smartphone,Electronics,South,9,10314,2729.6
29-09-2023,Keyboard,Accessories,South,9,10782,2730.14
22-10-2024,Monitor,Accessories,West,5,4375,987.96
31-07-2023,Monitor,Accessories,North,5,2265,595.05
15-04-2022,Laptop,Electronics,East,1,166,9.69
24-04-2024,Headphones,Accessories,North,7,7217,1481.7
16-01-2022,Tablet,Electronics,East,3,1767,186.54
06-12-2023,Laptop,Electronics,East,3,2883,557.81
04-09-2024,Smartwatch,Electronics,South,3,1338,396.08
24-08-2024,Printer,Office,East,9,9459,604.06
10-06-2022,Printer,Office,North,3,168,45.31
03-10-2022,Smartphone,Electronics,South,9,4536,479.78
25-02-2022,Mouse,Accessories,East,4,4404,793.7
18-08-2023,Monitor,Accessories,North,4,1952,148.67
23-12-2022,Mouse,Accessories,North,3,2004,467.76
30-06-2022,Keyboard,Accessories,South,4,468,131.48
10-11-2024,Smartphone,Electronics,West,9,8667,1597.49
24-02-2024,Printer,Office,West,7,6097,567.32
11-04-2022,Headphones,Accessories,South,9,4752,1415.65
10-05-2023,Keyboard,Accessories,East,1,1172,124.9
20-05-2022,Keyboard,Accessories,North,2,1608,170.29
21-05-2023,Printer,Office,South,7,7595,969.07
17-07-2024,Smartwatch,Electronics,West,1,1142,306.84
18-11-2024,Keyboard,Accessories,North,2,116,13.67
06-06-2022,Smartphone,Electronics,East,9,3951,908.13
21-12-2023,Keyboard,Accessories,East,2,1606,138.96
16-11-2022,Headphones,Accessories,South,3,2025,403
24-07-2023,Smartwatch,Electronics,West,2,2006,235.52
05-06-2024,Camera,Electronics,South,9,9423,652.06
24-08-2022,Laptop,Electronics,North,4,2276,399.94
22-08-2022,Monitor,Accessories,West,5,4880,664.06
18-11-2024,Laptop,Electronics,East,3,1773,183.15
21-01-2023,Smartwatch,Electronics,South,9,2718,195.97
07-11-2022,Headphones,Accessories,East,4,3168,939.45
31-01-2022,Camera,Electronics,West,2,1716,368.06
07-02-2024,Smartphone,Electronics,West,2,214,14.08
04-06-2024,Camera,Electronics,East,2,2092,366.12
21-03-2024,Headphones,Accessories,West,3,225,46.96
26-03-2023,Smartwatch,Electronics,East,1,859,217.67
10-04-2022,Printer,Office,West,2,2070,183.41
10-06-2024,Keyboard,Accessories,South,6,3240,758.19
08-10-2022,Tablet,Electronics,East,2,1748,506.52
06-07-2023,Mouse,Accessories,West,8,2080,108.48
18-06-2022,Smartwatch,Electronics,North,3,2193,521.14
08-06-2023,Headphones,Accessories,West,5,2080,614.77
13-05-2022,Mouse,Accessories,South,5,5070,986.39
08-03-2024,Laptop,Electronics,South,7,469,47.4
08-10-2023,Printer,Office,South,1,802,153.55
31-12-2024,Smartphone,Electronics,West,6,930,213.6
11-03-2022,Smartwatch,Electronics,South,1,495,55.17
01-08-2024,Monitor,Accessories,East,6,4938,847.89
21-08-2022,Tablet,Electronics,South,2,1300,267.46
11-12-2024,Mouse,Accessories,South,7,2100,131.67
13-03-2024,Camera,Electronics,South,2,2248,636.52
05-12-2023,Headphones,Accessories,North,8,7096,991.23
13-05-2022,Headphones,Accessories,East,3,1992,252.21
29-01-2022,Camera,Electronics,South,4,4056,1189.26
22-12-2022,Camera,Electronics,East,2,1986,208.88
07-04-2024,Printer,Office,East,3,1635,196.73
05-03-2022,Smartwatch,Electronics,East,9,3132,443.27
21-05-2023,Smartphone,Electronics,South,8,7064,1554.52
16-03-2024,Camera,Electronics,East,1,907,249.2
14-01-2023,Mouse,Accessories,South,9,7938,1191.41
11-11-2023,Printer,Office,South,4,4360,1207.46
19-08-2024,Keyboard,Accessories,West,3,375,95.04
24-09-2022,Monitor,Accessories,North,7,826,101.01
04-11-2023,Headphones,Accessories,East,1,1011,186.42
09-09-2023,Mouse,Accessories,East,3,807,148.58
17-12-2024,Headphones,Accessories,North,2,1840,367.7
07-02-2022,Keyboard,Accessories,West,5,4550,1039.34
07-01-2024,Smartphone,Electronics,North,9,8793,901.7
09-07-2024,Headphones,Accessories,North,5,310,32.01
28-11-2023,Headphones,Accessories,East,3,1143,275.04
10-03-2022,Monitor,Accessories,West,3,2610,740.21
31-07-2022,Tablet,Electronics,West,6,1494,269.25
05-07-2023,Smartphone,Electronics,North,4,1524,189.32
21-11-2023,Tablet,Electronics,North,9,9441,2171.42
18-06-2022,Smartphone,Electronics,South,4,3520,417.26
29-03-2023,Tablet,Electronics,West,2,390,103.99
27-01-2024,Printer,Office,South,3,3219,255.09
29-09-2024,Laptop,Electronics,North,1,450,75.89
12-08-2023,Smartwatch,Electronics,South,4,828,216.98
17-01-2022,Printer,Office,East,1,1146,152.79
09-07-2024,Monitor,Accessories,West,3,1986,361.33
21-03-2023,Smartwatch,Electronics,North,8,7264,1776.83
08-06-2023,Laptop,Electronics,East,7,7469,915.63
19-03-2024,Laptop,Electronics,South,5,1385,165.55
13-03-2023,Tablet,Electronics,North,4,4556,315.07
08-02-2024,Monitor,Accessories,North,3,456,61.42
15-11-2024,Monitor,Accessories,North,2,1984,125.13
17-09-2024,Smartwatch,Electronics,North,6,5178,1321.58
11-05-2023,Smartwatch,Electronics,West,1,281,30.51
26-11-2024,Monitor,Accessories,South,9,3033,177.92
27-03-2022,Camera,Electronics,East,3,1107,65.88
10-04-2022,Mouse,Accessories,South,3,1446,356.7
27-07-2024,Printer,Office,North,3,1335,263.04
23-01-2023,Mouse,Accessories,South,2,266,20.11
22-04-2024,Smartphone,Electronics,West,6,648,162.3
15-03-2023,Tablet,Electronics,South,2,344,80.87
25-05-2024,Smartphone,Electronics,West,6,5724,1640.19
16-03-2022,Headphones,Accessories,East,5,4920,323.38
07-01-2023,Camera,Electronics,West,5,5440,457.04
25-04-2024,Smartphone,Electronics,West,7,7994,908.65
23-10-2023,Camera,Electronics,South,9,3780,724.36
27-05-2023,Smartphone,Electronics,North,1,1017,209.97
31-01-2023,Smartphone,Electronics,West,6,1578,82.85
09-10-2023,Smartphone,Electronics,South,2,912,161.37
29-04-2024,Laptop,Electronics,West,6,2520,182.59
06-12-2024,Mouse,Accessories,East,8,2632,262.55
10-07-2023,Monitor,Accessories,West,6,6582,729.68
16-01-2024,Camera,Electronics,East,8,3432,172.69
10-09-2023,Keyboard,Accessories,South,2,1030,254.65
13-10-2022,Mouse,Accessories,West,8,1192,289.91
24-07-2024,Printer,Office,West,9,7083,994.47
22-02-2022,Printer,Office,South,7,3675,227.14
30-10-2023,Monitor,Accessories,North,4,4740,833.27
14-04-2024,Headphones,Accessories,East,4,1716,364.96
07-02-2023,Printer,Office,South,7,3528,260.06
22-06-2022,Camera,Electronics,South,3,777,71.72
29-04-2022,Camera,Electronics,East,4,3368,558.93
11-10-2022,Tablet,Electronics,North,4,4240,251.46
15-04-2022,Laptop,Electronics,South,3,3285,292.87
14-01-2023,Smartphone,Electronics,South,6,4872,612.73
24-08-2022,Smartphone,Electronics,East,9,2466,638.41
26-10-2024,Tablet,Electronics,West,5,2465,497.19
15-05-2023,Tablet,Electronics,North,3,612,40.15
25-10-2022,Tablet,Electronics,South,5,4170,658.98
13-03-2023,Camera,Electronics,South,8,1088,160.33
30-07-2024,Keyboard,Accessories,West,2,1626,354.49
06-11-2023,Smartphone,Electronics,North,6,6486,359.49
14-12-2022,Monitor,Accessories,West,8,6968,1226.22
03-01-2024,Smartphone,Electronics,North,1,357,82.86
17-02-2024,Laptop,Electronics,South,1,454,58.4
04-04-2024,Tablet,Electronics,East,3,3582,501.47
25-06-2024,Tablet,Electronics,West,9,3762,484.75
31-10-2024,Smartwatch,Electronics,South,9,6642,394.48
25-09-2024,Monitor,Accessories,West,4,408,45.2
08-03-2024,Tablet,Electronics,West,1,105,25.26
04-05-2024,Tablet,Electronics,West,3,2682,584.69
11-07-2022,Keyboard,Accessories,East,7,497,76.31
19-08-2022,Printer,Office,South,7,4823,420.58
01-10-2024,Smartwatch,Electronics,North,8,4048,666.1
19-10-2023,Printer,Office,South,7,2758,459.02
23-12-2022,Smartphone,Electronics,North,8,4096,266.35
11-10-2024,Printer,Office,North,8,7264,1318
09-04-2022,Mouse,Accessories,East,6,4302,957.38
03-03-2022,Printer,Office,North,7,3297,583.86
27-01-2023,Printer,Office,North,5,5960,1139.78
22-01-2024,Keyboard,Accessories,West,1,386,114.9
20-01-2022,Printer,Office,West,1,684,170.36
15-06-2022,Laptop,Electronics,South,3,1275,168.64
18-05-2023,Mouse,Accessories,North,9,5949,368.51
06-02-2023,Camera,Electronics,East,7,5159,755.22
01-07-2022,Monitor,Accessories,North,4,1100,127.13
26-01-2024,Mouse,Accessories,South,2,290,50.23
05-08-2023,Smartwatch,Electronics,East,8,7144,492.1
09-08-2022,Keyboard,Accessories,West,5,4200,330.48
08-02-2022,Monitor,Accessories,North,6,5022,291.89
13-12-2024,Smartphone,Electronics,West,2,2354,371.34
10-10-2024,Smartphone,Electronics,South,2,2032,149.7
15-10-2024,Printer,Office,South,8,9528,1942.35
25-05-2024,Keyboard,Accessories,South,2,2372,275.88
14-02-2022,Laptop,Electronics,West,3,2703,609.75
04-05-2023,Laptop,Electronics,South,4,1264,267.82
21-05-2024,Smartphone,Electronics,South,4,1624,333.74
14-05-2023,Mouse,Accessories,West,8,2976,507.77
02-07-2024,Headphones,Accessories,West,6,4998,863.82
18-04-2024,Printer,Office,South,1,445,29.57
20-10-2022,Printer,Office,West,1,98,28.57
22-08-2022,Tablet,Electronics,North,7,4102,354.03
11-01-2022,Printer,Office,North,1,1016,171.31
18-08-2023,Headphones,Accessories,South,4,1960,234.88
15-09-2024,Mouse,Accessories,West,7,2751,675.95
15-07-2022,Smartphone,Electronics,East,7,4032,742.98
28-07-2024,Smartphone,Electronics,West,7,5978,1791.25
16-12-2023,Headphones,Accessories,West,7,8050,2129.97
24-05-2024,Monitor,Accessories,East,7,4648,1240.98
14-06-2022,Smartphone,Electronics,North,3,1119,108.68
14-06-2023,Printer,Office,South,9,2178,382.67
11-12-2024,Laptop,Electronics,East,1,918,180.31
05-02-2023,Smartphone,Electronics,East,9,6903,837.35
21-08-2023,Keyboard,Accessories,North,5,4855,534.23
18-12-2023,Camera,Electronics,South,2,2158,483.94
13-04-2023,Mouse,Accessories,North,7,4550,1077.8
24-09-2023,Tablet,Electronics,West,4,3592,249.54
19-12-2022,Tablet,Electronics,South,8,3488,943.25
21-05-2022,Monitor,Accessories,North,2,1214,163.8
21-09-2024,Mouse,Accessories,West,9,7200,1469.23
24-03-2023,Laptop,Electronics,East,8,1808,339.31
29-12-2022,Camera,Electronics,West,9,7083,560.88
05-06-2024,Monitor,Accessories,East,4,1060,260.21
17-11-2022,Smartwatch,Electronics,South,9,7182,461.61
07-05-2024,Smartphone,Electronics,West,6,5532,552.74
23-08-2024,Headphones,Accessories,South,8,1800,326.03
17-12-2023,Headphones,Accessories,South,1,351,32.61
10-11-2022,Smartwatch,Electronics,West,2,1200,191.43
01-12-2023,Tablet,Electronics,South,9,1593,322.46
15-12-2024,Monitor,Accessories,East,3,2580,448.02
12-03-2022,Keyboard,Accessories,East,6,6780,1794.97
25-03-2022,Smartphone,Electronics,South,2,1298,204.08
24-12-2024,Smartwatch,Electronics,South,7,4585,383.97
16-04-2023,Tablet,Electronics,North,1,516,70.53
14-05-2024,Tablet,Electronics,West,4,1780,420.28
07-11-2022,Keyboard,Accessories,North,5,365,94.05
26-02-2023,Tablet,Electronics,South,8,3896,735.66
28-04-2024,Laptop,Electronics,South,1,636,169.24
27-07-2024,Monitor,Accessories,East,7,637,87.86
26-09-2023,Keyboard,Accessories,South,3,1302,180.82
24-08-2024,Smartphone,Electronics,West,1,719,40.42
08-08-2023,Camera,Electronics,West,6,5106,1341.93
11-07-2023,Mouse,Accessories,West,3,1215,129.8
23-05-2024,Camera,Electronics,East,9,1791,187.28
30-09-2023,Printer,Office,East,9,6255,452.46
02-05-2023,Printer,Office,East,5,4165,1012.37
31-12-2023,Monitor,Accessories,South,5,5990,1192.11
01-12-2023,Tablet,Electronics,South,1,847,142.74
04-02-2024,Camera,Electronics,East,8,688,131.26
24-06-2023,Tablet,Electronics,East,2,1188,286.38
20-08-2023,Camera,Electronics,North,7,3101,926.09
30-12-2024,Headphones,Accessories,West,9,8703,1562.88
29-10-2024,Printer,Office,West,9,9324,2416.93
20-09-2024,Laptop,Electronics,North,1,749,68.17
17-11-2024,Smartwatch,Electronics,West,4,3224,871.53
01-10-2023,Monitor,Accessories,South,3,459,40.96
24-12-2024,Smartwatch,Electronics,East,7,5726,976.14
20-04-2022,Keyboard,Accessories,West,4,616,175.75
24-12-2024,Laptop,Electronics,North,2,1584,406.25
24-06-2023,Laptop,Electronics,East,5,3205,368.41
18-09-2024,Printer,Office,East,1,958,186.76
18-12-2023,Laptop,Electronics,East,9,5139,1315.93
09-11-2024,Smartphone,Electronics,West,5,3795,239.15
03-03-2024,Camera,Electronics,East,2,810,229.33
11-05-2024,Camera,Electronics,South,6,5106,1500.2
30-06-2024,Monitor,Accessories,West,2,798,79.25
22-02-2022,Laptop,Electronics,West,5,3165,895.33
21-09-2023,Tablet,Electronics,East,5,5935,875.84
27-06-2022,Keyboard,Accessories,South,4,3352,663.15
29-01-2024,Smartphone,Electronics,West,9,8343,821
25-05-2022,Monitor,Accessories,East,4,2604,411.38
28-10-2023,Headphones,Accessories,West,1,526,108.88
12-11-2023,Monitor,Accessories,West,9,5220,1324.01
12-11-2023,Printer,Office,North,9,1737,152.98
24-10-2022,Mouse,Accessories,West,6,3186,841.04
13-01-2023,Smartphone,Electronics,West,6,7014,1202.25
17-01-2023,Mouse,Accessories,South,9,3411,444.87
20-01-2022,Monitor,Accessories,East,1,513,87.58
05-07-2022,Smartphone,Electronics,West,1,1104,277.85
11-08-2022,Smartphone,Electronics,East,9,2718,271.51
14-05-2023,Headphones,Accessories,North,6,1662,416.3
16-12-2023,Mouse,Accessories,West,5,1700,360.59
06-12-2024,Tablet,Electronics,South,4,2932,597.65
13-10-2023,Mouse,Accessories,North,4,3604,971.14
26-03-2024,Camera,Electronics,West,4,4596,553.58
05-04-2024,Smartwatch,Electronics,East,6,930,68.24
24-06-2023,Tablet,Electronics,North,3,2790,470.93
22-05-2022,Smartphone,Electronics,North,6,4596,1162.75
15-10-2023,Keyboard,Accessories,South,1,962,260.28
23-10-2024,Smartphone,Electronics,North,1,92,14.88
29-09-2024,Keyboard,Accessories,North,5,1130,254.99
29-04-2024,Headphones,Accessories,East,6,6024,1706.41
16-01-2024,Printer,Office,South,1,879,135
06-06-2022,Monitor,Accessories,East,8,2384,444.98
25-12-2024,Camera,Electronics,South,4,4644,277.26
04-04-2024,Keyboard,Accessories,East,1,607,79.78
29-09-2022,Mouse,Accessories,South,7,770,129.11
06-11-2022,Keyboard,Accessories,South,1,711,158.89
02-08-2023,Keyboard,Accessories,South,2,1088,235.83
05-03-2024,Laptop,Electronics,East,7,4704,513.14
15-12-2022,Laptop,Electronics,East,5,660,90.86
25-11-2022,Headphones,Accessories,South,5,4680,516.26
06-10-2022,Camera,Electronics,East,7,6797,665.29
11-12-2024,Mouse,Accessories,North,9,558,38.86
13-09-2023,Monitor,Accessories,East,4,4496,1115.75
28-05-2022,Keyboard,Accessories,South,1,713,62.78
17-08-2022,Camera,Electronics,East,2,1310,212.43
31-10-2024,Keyboard,Accessories,West,9,2853,564.05
20-11-2023,Camera,Electronics,South,2,2324,516.06
16-04-2024,Laptop,Electronics,North,1,330,53.42
22-09-2023,Camera,Electronics,South,3,588,100.52
07-05-2024,Smartphone,Electronics,East,1,63,11.91
15-03-2022,Tablet,Electronics,East,7,847,147.71
28-06-2024,Printer,Office,East,1,1037,56.89
06-01-2024,Mouse,Accessories,North,1,373,72.17
20-12-2023,Laptop,Electronics,North,1,1176,157.47
11-01-2022,Smartphone,Electronics,East,3,2139,422.52
11-12-2024,Monitor,Accessories,West,9,4140,301.12
13-01-2024,Laptop,Electronics,North,1,1038,63.23
28-07-2024,Monitor,Accessories,East,8,2024,203.11
15-04-2022,Smartwatch,Electronics,South,6,6624,1136.09
23-09-2023,Smartwatch,Electronics,East,7,5019,1154.79
15-04-2024,Smartphone,Electronics,East,5,750,207.77
23-03-2023,Camera,Electronics,North,7,6461,1455.36
04-11-2023,Tablet,Electronics,West,6,2946,208.01
24-05-2024,Monitor,Accessories,South,1,618,81.04
27-03-2022,Printer,Office,South,2,1774,322.49
11-05-2022,Camera,Electronics,East,9,8586,700.37
13-02-2024,Laptop,Electronics,South,5,2000,232.41
16-02-2023,Mouse,Accessories,East,1,849,205.88
13-08-2023,Mouse,Accessories,East,6,3186,374.63
15-05-2024,Monitor,Accessories,South,4,2536,495.13
09-05-2024,Smartwatch,Electronics,South,2,1306,228.41
02-05-2022,Tablet,Electronics,East,3,2508,631.85
13-07-2024,Tablet,Electronics,North,8,1048,107.56
19-11-2022,Keyboard,Accessories,East,4,1516,256.96
04-03-2024,Smartphone,Electronics,West,9,10458,1835.21
20-05-2024,Headphones,Accessories,East,9,2754,259.16
28-09-2022,Printer,Office,West,4,3432,364.27
25-12-2022,Monitor,Accessories,South,2,1234,257.89
30-07-2022,Monitor,Accessories,East,1,847,146.25
23-10-2022,Keyboard,Accessories,South,7,7672,896.11
04-04-2024,Monitor,Accessories,North,9,7596,1454.15
02-11-2024,Keyboard,Accessories,East,7,7252,1357.27
05-12-2024,Smartwatch,Electronics,West,6,732,136.59
27-06-2023,Smartphone,Electronics,West,1,173,20.96
18-03-2023,Camera,Electronics,North,3,2805,749.5
18-09-2023,Smartphone,Electronics,West,8,7048,391.96
16-08-2024,Mouse,Accessories,East,6,4698,1020.11
17-01-2024,Smartwatch,Electronics,South,1,565,148.79
17-06-2023,Monitor,Accessories,North,1,672,198.75
24-07-2022,Camera,Electronics,South,6,2604,566.34
31-05-2024,Tablet,Electronics,West,6,5124,501.5
14-08-2022,Smartwatch,Electronics,West,5,2455,714.35
01-03-2022,Printer,Office,North,2,1796,225.15
25-01-2022,Laptop,Electronics,South,1,288,61.85
23-07-2023,Laptop,Electronics,North,5,2160,553.41
10-03-2022,Tablet,Electronics,West,1,105,27.36
05-05-2023,Monitor,Accessories,South,9,7578,1596.64
10-03-2023,Headphones,Accessories,South,1,365,50.1
23-04-2024,Camera,Electronics,West,8,3752,537.98
21-08-2024,Keyboard,Accessories,North,2,1384,316.21
21-02-2023,Smartphone,Electronics,West,5,475,76.22
09-01-2023,Printer,Office,West,4,1116,242.31
24-08-2023,Smartphone,Electronics,West,1,137,39.35
12-01-2022,Headphones,Accessories,South,6,738,158.96
09-10-2023,Camera,Electronics,West,3,1821,543.01
22-04-2022,Keyboard,Accessories,West,7,3654,670.16
14-07-2024,Keyboard,Accessories,East,6,2592,404.89
25-04-2022,Camera,Electronics,East,6,996,225.75
10-07-2024,Mouse,Accessories,North,1,693,62.75
24-10-2023,Keyboard,Accessories,East,3,513,48.23
17-05-2024,Smartwatch,Electronics,East,8,5736,937.62
06-04-2023,Mouse,Accessories,East,2,1458,208.93
03-12-2022,Smartphone,Electronics,East,8,5496,1104.93
07-01-2022,Tablet,Electronics,North,3,3183,358.87
27-07-2023,Headphones,Accessories,East,6,3990,975.5
05-02-2024,Smartphone,Electronics,West,2,582,76.45
03-05-2022,Printer,Office,South,5,3340,845.53
30-08-2023,Monitor,Accessories,West,1,890,59.1
22-09-2024,Printer,Office,East,6,4890,689.01
19-10-2023,Keyboard,Accessories,East,3,2625,349.61
14-09-2022,Smartwatch,Electronics,North,4,1440,200.09
26-12-2024,Headphones,Accessories,North,5,505,93.85
28-01-2022,Laptop,Electronics,North,8,8192,1822.87
09-08-2023,Keyboard,Accessories,East,3,1920,144.3
18-10-2022,Smartwatch,Electronics,West,8,8768,1065.8
12-10-2022,Mouse,Accessories,North,1,1140,117.05
23-01-2023,Laptop,Electronics,North,4,952,264.61
02-05-2024,Smartphone,Electronics,North,1,225,51.07
01-08-2022,Printer,Office,South,4,1304,336.95
25-06-2023,Camera,Electronics,East,3,1029,206.83
29-02-2024,Printer,Office,South,3,3402,442.67
24-05-2022,Laptop,Electronics,North,9,8460,1201.94
07-03-2024,Monitor,Accessories,North,1,104,26.86
18-12-2023,Monitor,Accessories,West,9,10665,1595.08
12-08-2023,Smartwatch,Electronics,East,8,984,183.07
18-09-2024,Smartphone,Electronics,North,4,2064,359.3
08-03-2022,Laptop,Electronics,North,2,594,172.47
25-10-2023,Printer,Office,South,8,6016,898.33
22-08-2024,Smartphone,Electronics,North,8,2864,195.16
17-07-2024,Tablet,Electronics,North,4,724,186.95
11-02-2024,Mouse,Accessories,East,6,4098,1174.46
12-06-2023,Monitor,Accessories,North,1,338,32.61
09-03-2024,Printer,Office,West,8,9280,1596.88
16-04-2022,Smartwatch,Electronics,East,1,890,57.04
